column 1	Pathways of a reaction	EC-Number	Object ID
NADPH + H2O  ->  (S)-NADPHX	NADPH repair (eukaryotes)		RXN-20457
24-epi-campesterol + NADP+  <-  chalinasterol + NADPH + H+	phytosterol biosynthesis (plants)	EC-1.3.1.71	RXN-22207
chorismate + ammonia + H+  ->  4-amino-4-deoxychorismate + H2O			RXN-22713
ATP + L-aspartate + ammonia  ->  AMP + L-asparagine + diphosphate			RXN-22734
2 ATP + hydrogen carbonate + ammonia  ->  2 ADP + carbamoyl phosphate + phosphate + H+		EC-6.3.4.16	RXN-22735
carboxyphosphate + ammonia  ->  carbamate + phosphate + H+			RXN-22736
L-citrulline + H2O  ->  L-ornithine + carbamate			RXN-23370
trans-5-O-(4-coumaroyl)shikimate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  5-O-caffeoylshikimate + oxidized [NADPH-hemoprotein reductase] + H2O	avenanthramide biosynthesis // chlorogenic acid biosynthesis II // monolignol biosynthesis	EC-1.14.14.96	RXN-2581
(E)-4-coumaroyl-CoA + L-quinate  ->  trans-5-O-(4-coumaroyl)-D-quinate + coenzyme A	chlorogenic acid biosynthesis II // monolignol biosynthesis	EC-2.3.1.133	RXN-2601
coniferyl alcohol + NADP+  <-->  coniferaldehyde + NADPH + H+	monolignol biosynthesis	EC-1.1.1.195 // EC-1.1.1.194	RXN-2602
(E)-caffeoyl-CoA + shikimate  <-  5-O-caffeoylshikimate + coenzyme A	avenanthramide biosynthesis // monolignol biosynthesis	EC-2.3.1.133	RXN-2621
chlorogenate + coenzyme A  <-->  (E)-caffeoyl-CoA + L-quinate	caffeoylglucarate biosynthesis // monolignol biosynthesis	EC-2.3.1	RXN-2622
"all-trans-nonaprenyl diphosphate + homogentisate + H+  ->  2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol + CO2 + diphosphate"	plastoquinol-9 biosynthesis I	EC-2.5.1.117	RXN-2761
"2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + plastoquinol-9 + H+"	plastoquinol-9 biosynthesis I	EC-2.1.1.295	RXN-2762
"formaldehyde + a tetrahydrofolate  ->  a 5,10-methylenetetrahydrofolate + H2O"	formaldehyde oxidation VII (THF pathway)		RXN-2881
(indol-3-yl)acetate + L-alanine + ATP  ->  (indol-3-yl)acetyl-L-alanine + AMP + diphosphate + H+	indole-3-acetate inactivation VIII	EC-6.3	RXN-2944
(indol-3-yl)acetate + L-leucine + ATP  ->  (indol-3-yl)acetyl-L-leucine + AMP + diphosphate + H+	indole-3-acetate inactivation VIII	EC-6.3	RXN-2945
S-(hydroxymethyl)glutathione  <-  formaldehyde + glutathione	formaldehyde oxidation II (glutathione-dependent)	EC-4.4.1.22	RXN-2961
S-(hydroxymethyl)glutathione + NAD(P)+  ->  S-formylglutathione + NAD(P)H + H+	formaldehyde oxidation II (glutathione-dependent)	EC-1.1.1.284	RXN-2962
(indol-3-yl)acetyl-L-alanine + H2O  ->  (indol-3-yl)acetate + L-alanine	indole-3-acetate activation I	EC-3.5.1	RXN-2981
(indol-3-yl)acetyl-L-leucine + H2O  ->  (indol-3-yl)acetate + L-leucine	indole-3-acetate activation I	EC-3.5.1	RXN-2982
alpha-D-galacturonate 1-phosphate + UTP + H+  ->  UDP-alpha-D-galacturonate + diphosphate	UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)		RXN-3
(E)-4-coumaroyl-CoA + 3 malonyl-CoA + NADPH + 4 H+  ->  isoliquiritigenin + 4 coenzyme A + 3 CO2 + NADP+ + H2O	flavonoid biosynthesis	EC-2.3.1.170	RXN-3142
isoliquiritigenin  =  (2S)-liquiritigenin		EC-5.5.1.6	RXN-3221
hydrogen peroxide + 2 L-ascorbate + 2 H+  ->  2 monodehydroascorbate radical + 2 H2O	ascorbate glutathione cycle		RXN-3521
monodehydroascorbate reductase (NADPH)	ascorbate glutathione cycle	EC-1.6.5	RXN-3522
2 monodehydroascorbate radical  ->  dehydroascorbate + L-ascorbate + 2 H+	ascorbate glutathione cycle		RXN-3523
4 L-ascorbate + dioxygen + 4 H+  ->  4 monodehydroascorbate radical + 2 H2O		EC-1.10.3.3	RXN-3541
cycloartenol + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + 24-methylenecycloartanol + H+	phytosterol biosynthesis (plants)	EC-2.1.1.41	RXN-4021
"4&alpha;-methyl-5&alpha;-ergosta-8,14,24(28)-trien-3&beta;-ol &Delta;<sup>14</sup> reductase"	phytosterol biosynthesis (plants)	EC-1.3.1.70	RXN-4144
24-methylidenelophenol  <-->  4alpha-methylfecosterol	phytosterol biosynthesis (plants)	EC-5.3.3.5	RXN-4161
avenasterol + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  5-dehydroavenasterol + 2 ferricytochrome b5 + 2 H2O	phytosterol biosynthesis (plants)	EC-1.14.19.20	RXN-4209
isofucosterol + NADP+  <-  5-dehydroavenasterol + NADPH + H+	phytosterol biosynthesis (plants)	EC-1.3.1.21	RXN-4210
isofucosterol  ->  Delta24-25-sitosterol			RXN-4221
chalinasterol  =  24-methyldesmosterol			RXN-4222
Delta24-25-sitosterol + NADPH + H+  ->  sitosterol + NADP+			RXN-4224
campesterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (22S)-22-hydroxycampesterol + oxidized [NADPH-hemoprotein reductase] + H2O	brassinolide biosynthesis II	EC-1.14.14.178	RXN-4225
(22S)-22-hydroxycampesterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (22S)-22-hydroxy-campest-4-en-3-one + oxidized [NADPH-hemoprotein reductase] + 2 H2O	brassinolide biosynthesis II	EC-1.14.19.79	RXN-4226
6-deoxocathasterone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (22S)-22-hydroxy-5alpha-campestan-3-one + oxidized [NADPH-hemoprotein reductase] + 2 H2O		EC-1.14.19.79	RXN-4228
(22S)-22-hydroxy-5alpha-campestan-3-one + NADP+  <-  (22S)-22-hydroxy-campest-4-en-3-one + NADPH + H+	brassinolide biosynthesis II	EC-1.3.1.22	RXN-4229
sitosterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  stigmasterol + oxidized [NADPH-hemoprotein reductase] + 2 H2O	phytosterol biosynthesis (plants)	EC-1.14.19.41	RXN-4243
prenyl diphosphate + ATP  ->  N6-(Delta2-isopentenyl)-adenosine 5'-triphosphate + diphosphate	<i>trans</i>-zeatin biosynthesis	EC-2.5.1.112	RXN-4303
N6-(Delta2-isopentenyl)-adenosine 5'-triphosphate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  trans-zeatin riboside triphosphate + oxidized [NADPH-hemoprotein reductase] + H2O	<i>trans</i>-zeatin biosynthesis	EC-1.14.14	RXN-4304
prenyl diphosphate + ADP  ->  N6-(Delta2-isopentenyl)-adenosine 5'-diphosphate + diphosphate	<i>trans</i>-zeatin biosynthesis	EC-2.5.1.112	RXN-4305
N6-(Delta2-isopentenyl)-adenosine 5'-diphosphate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  trans-zeatin riboside diphosphate + oxidized [NADPH-hemoprotein reductase] + H2O	<i>trans</i>-zeatin biosynthesis	EC-1.14.14	RXN-4306
prenyl diphosphate + AMP  ->  N6-prenyladenosine 5'-phosphate + diphosphate	<i>trans</i>-zeatin biosynthesis	EC-2.5.1.27	RXN-4307
N6-prenyladenosine 5'-phosphate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  trans-zeatin riboside monophosphate + oxidized [NADPH-hemoprotein reductase] + H2O	<i>trans</i>-zeatin biosynthesis	EC-1.14.14	RXN-4308
trans-zeatin riboside triphosphate + H2O  ->  trans-zeatin riboside diphosphate + phosphate + H+	<i>trans</i>-zeatin biosynthesis		RXN-4310
trans-zeatin riboside diphosphate + H2O  ->  trans-zeatin riboside monophosphate + phosphate + H+	<i>trans</i>-zeatin biosynthesis		RXN-4312
N6-prenyladenosine 5'-phosphate + H2O  ->  D-ribofuranose 5-phosphate + N6-dimethylallyladenine	<i>trans</i>-zeatin biosynthesis	EC-3.2.2	RXN-4313
trans-zeatin riboside monophosphate + H2O  ->  trans-zeatin + D-ribofuranose 5-phosphate	<i>trans</i>-zeatin biosynthesis		RXN-4314
N6-dimethylallyladenine + an oxidized electron carrier + H2O  ->  trans-zeatin + a reduced two electron carrier	<i>trans</i>-zeatin biosynthesis		RXN-4317
cis-zeatin riboside + H2O  ->  D-ribofuranose + cis-zeatin	<i>cis</i>-zeatin biosynthesis		RXN-4541
UDP-alpha-D-glucose + trans-zeatin  ->  trans-zeatin-O-glucoside + UDP + H+	cytokinin-<i>O</i>-glucosides biosynthesis	EC-2.4.1.203	RXN-4723
UDP-alpha-D-glucose + dihydrozeatin  ->  dihydrozeatin-9-N-glucoside + UDP + H+	cytokinins 9-<i>N</i>-glucoside biosynthesis	EC-2.4.1	RXN-4725
UDP-alpha-D-glucose + trans-zeatin-O-glucoside  ->  trans-zeatin-O-glucoside-7-N-glucoside + UDP + H+	cytokinins 7-<i>N</i>-glucoside biosynthesis	EC-2.4.1	RXN-4736
"(-)-ent-copalyl diphosphate  ->  ent-cassa-12,15-diene + diphosphate"	diterpene phytoalexins precursors biosynthesis	EC-4.2.3.28	RXN-4881
"9alpha-copalyl diphosphate  ->  (-)-9beta-pimara-7,15-diene + diphosphate"	diterpene phytoalexins precursors biosynthesis	EC-4.2.3.35	RXN-4883
(-)-ent-copalyl diphosphate  ->  ent-sandaracopimaradiene + diphosphate	diterpene phytoalexins precursors biosynthesis	EC-4.2.3.29	RXN-4884
<i>ent</i>-kaurenol 19-dehydrogenase	gibberellin A<sub>12</sub> biosynthesis // steviol biosynthesis		RXN-5242
(+)-dihydrokaempferol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (+)-taxifolin + oxidized [NADPH-hemoprotein reductase] + H2O + H+	syringetin biosynthesis	EC-1.14.14.82	RXN-525
(+)-taxifolin + 2-oxoglutarate + dioxygen  ->  quercetin + succinate + CO2 + H2O	flavonoid biosynthesis (in equisetum)	EC-1.14.20.6	RXN-527
magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + dioxygen + H+  ->  131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + NADP+ + H2O	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"		RXN-5282
131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + H+ + dioxygen  ->  131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester + NADP+ + 2 H2O	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"		RXN-5283
"131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + dioxygen  ->  3,8-divinyl protochlorophyllide a + NADP+ + 2 H2O"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)"		RXN-5284
L-serine + H+  ->  ethanolamine + CO2	choline biosynthesis II // choline biosynthesis I // phosphatidylethanolamine biosynthesis II	EC-4.1.1	RXN-5641
N-methylethanolamine phosphate + S-adenosyl-L-methionine  ->  N-dimethylethanolamine phosphate + S-adenosyl-L-homocysteine + H+	phosphatidylcholine biosynthesis IV // choline biosynthesis I // phosphatidylcholine biosynthesis II	EC-2.1.1.103	RXN-5642
N-dimethylethanolamine phosphate + S-adenosyl-L-methionine  ->  phosphocholine + S-adenosyl-L-homocysteine + H+	choline biosynthesis I // phosphatidylcholine biosynthesis II	EC-2.1.1.103	RXN-5643
phosphocholine + H2O  ->  choline + phosphate	choline biosynthesis I	EC-3.1.3.75	RXN-5647
L-arogenate + NADP+  ->  L-tyrosine + CO2 + NADPH	L-tyrosine biosynthesis II	EC-1.3.1.78	RXN-5682
ethanolamine + S-adenosyl-L-methionine  ->  N-monomethylethanolamine + S-adenosyl-L-homocysteine + H+	choline biosynthesis II	EC-2.1.1	RXN-5761
N-monomethylethanolamine + S-adenosyl-L-methionine  ->  N-dimethylethanolamine + S-adenosyl-L-homocysteine + H+	choline biosynthesis II	EC-2.1.1	RXN-5762
N-dimethylethanolamine + S-adenosyl-L-methionine  ->  choline + S-adenosyl-L-homocysteine + H+	choline biosynthesis II	EC-2.1.1	RXN-5763
NADP+ + H2O  ->  NAD+ + phosphate	NAD(P)/NADPH interconversion	EC-3.1.3.108	RXN-5822
2 L-tyrosine + dioxygen  ->  2 L-dopa			RXN-5861
alpha-carotene + NADPH + H+ + dioxygen  ->  zeinoxanthin + NADP+ + H2O	lutein biosynthesis	EC-1.14.99	RXN-5961
zeinoxanthin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  lutein + oxidized [NADPH-hemoprotein reductase] + H2O	lutein biosynthesis	EC-1.14.14.158	RXN-5962
(S)-2-acetolactate + an oxidized electron carrier + H+  ->  diacetyl + CO2 + a reduced two electron carrier			RXN-6081
pyruvate + H+  ->  acetaldehyde + CO2	pyruvate fermentation to ethanol II	EC-4.1.1.1	RXN-6161
(S)-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline + H+  ->  (S)-(+)-allantoin + CO2	urate conversion to allantoin I	EC-4.1.1.97	RXN-6201
betaine aldehyde hydrate  <-->  betaine aldehyde + H2O	glycine betaine biosynthesis III (plants)		RXN-6268
"propane-1,3-diamine + H2O + dioxygen  ->  3-aminopropanal + ammonium + hydrogen peroxide"	&beta;-alanine biosynthesis I	EC-1.4.3.22	RXN-6381
3-aminopropanal + NAD(P)+ + H2O  ->  beta-alanine + NAD(P)H + 2 H+	&beta;-alanine biosynthesis I	EC-1.2.1.8	RXN-6382
3-hydroxypropanoyl-CoA  <-->  acryloyl-CoA + H2O	&beta;-alanine biosynthesis II	EC-4.2.1.116	RXN-6383
3-hydroxypropanoyl-CoA + H2O  ->  3-hydroxypropanoate + coenzyme A + H+	&beta;-alanine biosynthesis II	EC-3.1.2.4	RXN-6384
"spermine + dioxygen + H2O  ->  N-(3-aminopropyl)-4-aminobutanal + propane-1,3-diamine + hydrogen peroxide"	spermine and spermidine degradation II	EC-1.5.3.14	RXN-6421
N-(3-aminopropyl)-4-aminobutanal  ->  1-(3-aminopropyl)-pyrrolinium + H2O	spermine and spermidine degradation II		RXN-6424
"1-(3-aminopropyl)-pyrrolinium  ->  1,5-diazabicyclononane + H+"	spermine and spermidine degradation II		RXN-6425
indole + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  indolin-2-one + oxidized [NADPH-hemoprotein reductase] + H2O	DIBOA-glucoside biosynthesis	EC-1.14.14.153	RXN-6681
indolin-2-one + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  3-hydroxyindolin-2-one + oxidized [NADPH-hemoprotein reductase] + H2O	DIBOA-glucoside biosynthesis	EC-1.14.14.157	RXN-6682
3-hydroxyindolin-2-one + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  HBOA + oxidized [NADPH-hemoprotein reductase] + H2O	DIBOA-glucoside biosynthesis	EC-1.14.14.109	RXN-6683
HBOA + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  DIBOA + oxidized [NADPH-hemoprotein reductase] + H2O + H+	DIBOA-glucoside biosynthesis	EC-1.14.14.110	RXN-6684
DIBOA-beta-D-glucoside + 2-oxoglutarate + dioxygen  ->  TRIBOA-beta-D-glucoside + succinate + CO2	DIMBOA-glucoside biosynthesis	EC-1.14.11.59	RXN-6685
TRIBOA-beta-D-glucoside + S-adenosyl-L-methionine  ->  DIMBOA-beta-D-glucoside + S-adenosyl-L-homocysteine + H+	DIMBOA-glucoside biosynthesis	EC-2.1.1.241	RXN-6687
salicylate + S-adenosyl-L-methionine  ->  methylsalicylate + S-adenosyl-L-homocysteine	volatile benzenoid biosynthesis I (ester formation) // methylsalicylate biosynthesis	EC-2.1.1.274	RXN-6723
benzoyl-CoA + benzyl alcohol  ->  benzyl benzoate + coenzyme A	volatile esters biosynthesis (during fruit ripening) // volatile benzenoid biosynthesis I (ester formation)	EC-2.3.1.196	RXN-6724
2 a ubiquinol[mitochondrial inner membrane] + dioxygen[mitochondrial lumen]  ->  2 a ubiquinone[mitochondrial inner membrane] + 2 H2O[mitochondrial lumen]	aerobic respiration III (alternative oxidase pathway)	EC-1.10.3.11	RXN-6883
4-aminobutanoate + pyruvate  <-->  succinate semialdehyde + L-alanine	4-aminobutanoate degradation IV // L-glutamate degradation IV	EC-2.6.1.96	RXN-6902
"9'-cis-neoxanthin + dioxygen  ->  2-cis,4-trans-xanthoxin + (3S,5R,6R)-3,5-dihydroxy-6,7-didehydro-5,6-dihydro-12'-apo-beta-caroten-12'-al"	abscisic acid biosynthesis	EC-1.13.11.51	RXN-698
UDP-alpha-D-glucose + DIBOA  ->  DIBOA-beta-D-glucoside + UDP	DIBOA-glucoside biosynthesis	EC-2.4.1.202	RXN-7021
"chalinasterol + NADP+  <-  ergosta-5,7,24(28)-trien-3beta-ol + NADPH + H+"	phytosterol biosynthesis (plants)	EC-1.3.1.21	RXN-707
24-methyldesmosterol + NADPH + H+  ->  campesterol + NADP+			RXN-708
campesterol  ->  campest-4-en-3beta-ol	brassinolide biosynthesis II	EC-5.3.3.1	RXN-709
campest-4-en-3beta-ol + NAD+  ->  campest-4-en-3-one + NADH + H+	brassinolide biosynthesis II	EC-1.1.1.357	RXN-710
(5alpha)-campestan-3-one + NADP+  <-  campest-4-en-3-one + NADPH + H+	brassinolide biosynthesis II	EC-1.3.1.22	RXN-711
campestanol + an oxidized electron carrier  <-  (5alpha)-campestan-3-one + a reduced two electron carrier	brassinolide biosynthesis II	EC-1.1	RXN-712
6-oxocampestanol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  cathasterone + oxidized [NADPH-hemoprotein reductase] + H2O		EC-1.14.14.178	RXN-715
"D-myo-inositol (1,4,5,6)-tetrakisphosphate + ATP  ->  D-myo-inositol 1,3,4,5,6-pentakisphosphate + ADP + H+"	"lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P<sub>3</sub>)"	EC-2.7.1.151	RXN-7162
"ATP + D-myo-inositol 1,3,4,5,6-pentakisphosphate  ->  ADP + phytate + H+"	"lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P<sub>3</sub>) // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3) // inositol diphosphates biosynthesis // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)"	EC-2.7.1.158	RXN-7163
"D-myo-inositol (1,4,5,6)-tetrakisphosphate + ATP  ->  D-myo-inositol (1,2,4,5,6)-pentakisphosphate + ADP + H+"	"lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P<sub>3</sub>)"	EC-2.7.1	RXN-7182
"D-myo-inositol (1,3,4,5)-tetrakisphosphate + ATP  ->  D-myo-inositol 1,3,4,5,6-pentakisphosphate + ADP + H+"	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)"	EC-2.7.1.151	RXN-7184
castasterone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  brassinolide + oxidized [NADPH-hemoprotein reductase] + H2O	brassinolide biosynthesis II	EC-1.14.14.180	RXN-720
"1D-myo-inositol 3-monophosphate + ATP  ->  D-myo-inositol (3,4)-bisphosphate + ADP + H+"	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)		RXN-7202
"D-myo-inositol (3,4)-bisphosphate + ATP  ->  D-myo-inositol (3,4,6)-trisphosphate + ADP + H+"	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)		RXN-7203
"D-myo-inositol (3,4,6)-trisphosphate + ATP  ->  D-myo-inositol (3,4,5,6)-tetrakisphosphate + ADP + H+"	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)		RXN-7204
"phytate + H2O  ->  D-myo-inositol (1,2,3,5,6) pentakisphosphate + phosphate"	phytate degradation I	EC-3.1.3.62 // EC-3.1.3.26	RXN-7241
"D-myo-inositol (1,2,3,5,6) pentakisphosphate + H2O  ->  D-myo-inositol (1,2,5,6) tetrakisphosphate + phosphate"	phytate degradation I	EC-3.1.3.62	RXN-7242
"D-myo-inositol (1,2,4,5,6)-pentakisphosphate + H2O  ->  D-myo-inositol (1,2,5,6) tetrakisphosphate + phosphate"	phytate degradation I	EC-3.1.3.62	RXN-7243
"D-myo-inositol (1,2,5,6) tetrakisphosphate + H2O  ->  D-myo-inositol (1,2,6) trisphosphate + phosphate"	phytate degradation I	EC-3.1.3.62	RXN-7244
"D-myo-inositol (1,2,6) trisphosphate + H2O  ->  D-myo-inositol (1,2) bisphosphate + phosphate"	phytate degradation I	EC-3.1.3.62	RXN-7245
"D-myo-inositol (1,2) bisphosphate + H2O  ->  1D-myo-inositol 2-phosphate + phosphate"	phytate degradation I	EC-3.1.3.62	RXN-7246
"D-myo-inositol (1,2,3,5,6) pentakisphosphate + H2O  ->  D-myo-inositol (1,2,3,6) tetrakisphosphate + phosphate"	phytate degradation I		RXN-7247
"D-myo-inositol (1,2,3,6) tetrakisphosphate + H2O  ->  D-myo-inositol (1,2,3) trisphosphate + phosphate"	phytate degradation I		RXN-7248
"D-myo-inositol (1,2,3,6) tetrakisphosphate + H2O  ->  D-myo-inositol (1,2,6) trisphosphate + phosphate"	phytate degradation I		RXN-7249
"D-myo-inositol (1,2,3) trisphosphate + H2O  ->  D-myo-inositol (1,2) bisphosphate + phosphate"	phytate degradation I	EC-3.1.3.62	RXN-7250
"D-myo-inositol (1,2) bisphosphate + H2O  ->  1D-myo-inositol 1-monophosphate + phosphate"	phytate degradation I	EC-3.1.3	RXN-7251
1D-myo-inositol 2-phosphate + H2O  ->  myo-inositol + phosphate	phytate degradation I	EC-3.1.3.25	RXN-7253
beta-L-arabinose 1-phosphate + UTP + H+  ->  UDP-beta-L-arabinopyranose + diphosphate	UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)	EC-2.7.7.37	RXN-7401
UDP-alpha-D-glucose + (S)-4-hydroxymandelonitrile  ->  UDP + dhurrin + H+	dhurrin biosynthesis	EC-2.4.1.85	RXN-743
(+)-7-epi-jasmonate  <-->  (-)-jasmonate	jasmonic acid biosynthesis		RXN-745
"2-carboxy-1,4-naphthoquinone + phytyl diphosphate + H+  ->  demethylphylloquinone + CO2 + diphosphate"	phylloquinol biosynthesis	EC-2.5.1.130	RXN-7568
demethylphylloquinol methyltransferase	phylloquinol biosynthesis	EC-2.1.1.329	RXN-7569
"(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  beta-amyrin"	"avenacin biosynthesis, initial reactions"	EC-5.4.99.39	RXN-7570
<i>ent</i>-kaurenal 19-hydroxylase	gibberellin A<sub>12</sub> biosynthesis // steviol biosynthesis		RXN-7580
IMP + H2O  ->  inosine + phosphate	adenosine nucleotides degradation I	EC-3.1.3.99 // EC-3.1.3.5	RXN-7607
GMP + H2O  ->  guanosine + phosphate	guanosine nucleotides degradation II // guanosine nucleotides degradation I	EC-3.1.3.5	RXN-7609
"(R)-3-(3,4-dihydroxyphenyl)lactate + NAD(P)+  <-  3-(3,4-dihydroxyphenyl)pyruvate + NAD(P)H + H+"	rosmarinic acid biosynthesis II	EC-1.1.1.237	RXN-7632
"(E)-caffeoyl-CoA + (R)-3-(3,4-dihydroxyphenyl)lactate  ->  (R)-rosmarinate + coenzyme A"	rosmarinic acid biosynthesis II	EC-2.3.1.140	RXN-7633
(2S)-naringenin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  apigenin + oxidized [NADPH-hemoprotein reductase] + 2 H2O + H+	tricin biosynthesis // luteolin biosynthesis	EC-1.14.19.76	RXN-7650
naringenin 3'-hydroxylase	flavonoid biosynthesis (in equisetum) // luteolin biosynthesis	EC-1.14.14.82	RXN-7652
geranylgeranyl diphosphate + NADPH + H+  ->  dihydrogeranylgeranyl diphosphate + NADP+	phytyl diphosphate biosynthesis		RXN-7658
dihydrogeranylgeranyl diphosphate + NADPH + H+  ->  tetrahydrogeranylgeranyl diphosphate + NADP+	phytyl diphosphate biosynthesis		RXN-7659
tetrahydrogeranylgeranyl diphosphate + NADPH + H+  ->  phytyl diphosphate + NADP+	phytyl diphosphate biosynthesis		RXN-7660
chlorophyllide b + phytyl diphosphate + 2 H+  ->  chlorophyll b + diphosphate	chlorophyll cycle	EC-2.5.1.62	RXN-7674
chlorophyllide a + NADPH + dioxygen + H+  ->  71-hydroxychlorophyllide a + NADP+ + H2O	chlorophyll cycle		RXN-7676
71-hydroxychlorophyllide a + NADPH + dioxygen + H+  ->  71-dihydroxychlorophyllide a + NADP+ + H2O	chlorophyll cycle		RXN-7677
